advies,candidate,status,verdict,confidence,is_needle,accept_primary,accept_strict
Adviescollege_Meten_en_Berekenen_Stikstof_001,kst-35334-132,success,valid_response_match,1.0,True,True,True
Adviescollege_Meten_en_Berekenen_Stikstof_001,kst-35334-Y,success,valid_response_match,1.0,True,True,True
Adviescollege_Meten_en_Berekenen_Stikstof_001,kv-tk-2021Z13947,success,not_response_document,1.0,False,False,False
Adviescollege_Meten_en_Berekenen_Stikstof_001,ah-tk-20212022-3227,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Meten_en_Berekenen_Stikstof_001,ah-tk-20202021-3998,success,not_response_document,1.0,False,False,False
Adviescollege_Meten_en_Berekenen_Stikstof_001,kst-35334-AG,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,kst-31293-833,success,not_response_document,0.98,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,blg-1196110,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-32802-104,success,response_to_other_advice,0.98,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-29362-373,success,valid_response_match,1.0,True,True,True
Adviescollege_Nederlandse_Gebarentaal_001,blg-1211255,success,not_response_document,1.0,False,False,False
Adviescollege_Meten_en_Berekenen_Stikstof_001,kst-35334-158,success,response_to_other_advice,0.98,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,blg-1196109,success,not_response_document,1.0,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,blg-1116740,success,not_response_document,0.95,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,kst-36410-VII-79,success,response_to_other_advice,0.95,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-22861-48,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,stcrt-2025-43170,success,not_response_document,1.0,False,False,False
Adviescollege_Nederlandse_Gebarentaal_001,kst-32820-539,success,valid_response_match,1.0,True,True,True
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-32802-131,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,ah-tk-20232024-1782,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-22861-51,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,blg-1166175,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-22861-46,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kst-22861-46,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kv-tk-2024Z07367,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kv-tk-2024Z16044,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kst-32802-104,success,response_to_other_advice,0.95,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,ah-tk-20242025-327,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,blg-1189245,success,response_to_other_advice,0.95,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,kst-35925-VII-167,success,not_response_document,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-121,success,not_response_document,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-130,success,not_response_document,1.0,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,kst-35570-VII-106,success,not_response_document,0.98,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,kv-tk-2021Z19293,success,not_response_document,1.0,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,ah-tk-20212022-907,success,not_response_document,1.0,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,blg-1067550,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,kst-32827-374,success,response_to_other_advice,0.98,False,False,False
Adviescollege_publieke_omroep_001,ah-tk-20242025-2975,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,kst-32827-J,success,response_to_other_advice,0.98,False,False,False
Adviescollege_publieke_omroep_001,kst-32827-292,success,not_response_document,0.98,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,stcrt-2021-25135,success,not_response_document,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,blg-1166175,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kst-22861-51,success,valid_response_match,1.0,False,True,True
Adviescollege_Stikstofproblematiek_001,kst-35334-109,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,blg-939453,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-Q,success,not_response_document,1.0,False,False,False
Adviescollege_onderzoek_stelsel_schadevergoeding_voor_slachtoffers_van_strafbare_feiten_001,kst-33552-C,success,valid_response_match,1.0,True,True,True
Adviescollege_onderzoek_stelsel_schadevergoeding_voor_slachtoffers_van_strafbare_feiten_001,kst-33552-83,success,not_response_document,0.95,False,False,False
Adviescollege_publieke_omroep_001,stcrt-2024-33170,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,ah-tk-20242025-2828,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,ah-tk-20252026-754,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,kst-32827-H,success,response_to_other_advice,0.98,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-29911-336,success,valid_response_match,1.0,True,True,True
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-36600-L-D,success,response_to_other_advice,1.0,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-31524-690,success,not_response_document,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,kst-31288-726,success,not_response_document,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,kst-31288-737,success,not_response_document,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,nds-tk-2019D22159,success,not_response_document,1.0,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-O,success,not_response_document,0.95,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,blg-876646,success,valid_response_match,1.0,True,True,True
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-32,success,not_response_document,0.95,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-J,success,response_to_other_advice,0.95,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-29,success,valid_response_match,1.0,False,True,True
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-28,success,not_response_document,0.95,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,kst-34997-H,success,response_to_other_advice,0.95,False,False,False
Adviescollege_dialooggroep_slavernijverleden_001,kst-36200-VII-122,success,not_response_document,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-S,success,valid_response_match,1.0,False,True,True
Adviescollege_Stikstofproblematiek_001,kst-35334-89,success,valid_response_match,1.0,False,True,True
Adviescollege_onderzoek_stelsel_schadevergoeding_voor_slachtoffers_van_strafbare_feiten_001,kst-33552-111,success,valid_response_match,1.0,False,True,True
Adviescollege_onderzoek_stelsel_schadevergoeding_voor_slachtoffers_van_strafbare_feiten_001,blg-1097159,success,response_to_other_advice,0.98,False,False,False
Adviescollege_publieke_omroep_001,kst-32827-293,success,not_response_document,0.95,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-29911-335,success,not_response_document,0.95,True,False,False
Adviesraad_Migratie_124,kst-30573-238,success,not_response_document,0.98,False,False,False
Adviesraad_Migratie_124,blg-1212335,success,not_response_document,1.0,False,False,False
Adviesraad_Migratie_124,blg-1211899,success,not_response_document,0.98,False,False,False
Adviesraad_Migratie_124,blg-1211061,success,not_response_document,0.98,False,False,False
Adviesraad_Migratie_211,kst-32317-579,success,valid_response_match,1.0,True,True,True
Adviesraad_Migratie_242,kst-21501-03-172,success,not_response_document,1.0,False,False,False
Adviesraad_Migratie_242,kst-30573-197,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_242,kst-19637-2994,success,response_to_other_advice,0.98,False,False,False
Adviesraad_Migratie_357,kst-19637-2121,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_242,stcrt-2022-31031,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-23987-277,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-35207-2,success,valid_response_match,1.0,False,True,True
Adviesraad_internationale_vraagstukken_268,kst-28676-288,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-29924-175,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-34300-V-10,success,valid_response_match,1.0,True,True,True
Adviesraad_internationale_vraagstukken_268,kst-22112-2659,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_342,kst-33000-X-79,success,valid_response_match,1.0,True,True,True
Adviesraad_internationale_vraagstukken_342,kst-34000-V-42,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-33826-29,success,valid_response_match,1.0,False,True,True
Adviesraad_internationale_vraagstukken_342,kst-34300-V-49,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_342,kst-34000-V-45,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_342,kst-34300-V-10,success,valid_response_match,1.0,False,True,True
Adviescollege_Openbaarheid_en_Informatiehuishouding_186,kst-32802-127,success,response_to_other_advice,0.98,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,ah-tk-20232024-1782,success,response_to_other_advice,1.0,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-36600-L-22,success,response_to_other_advice,1.0,False,False,False
Adviescollege_Openbaarheid_en_Informatiehuishouding_200,kst-22861-48,success,valid_response_match,1.0,True,True,True
Adviesraad_internationale_vraagstukken_342,kst-34000-V-53,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_342,kst-32013-103,success,valid_response_match,1.0,False,True,True
Adviesraad_internationale_vraagstukken_342,kst-21501-02-1516,success,valid_response_match,1.0,False,True,True
Adviesraad_internationale_vraagstukken_342,blg-497131,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,kst-30300-V-141,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,kst-30800-V-111-b1,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,kst-28810-4,success,valid_response_match,1.0,True,True,True
Adviesraad_internationale_vraagstukken_516,kst-30300-V-107,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,kst-30800-V-47,success,response_to_other_advice,0.98,False,False,False
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-43,success,not_response_document,1.0,False,False,False
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-62,success,response_to_other_advice,1.0,False,False,False
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-A,success,valid_response_match,1.0,False,True,True
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-11,success,not_response_document,1.0,False,False,False
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-32637-291,success,not_response_document,1.0,False,False,False
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,kv-tk-2025Z15057,success,not_response_document,1.0,False,False,False
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,ah-tk-20242025-2980,success,not_response_document,1.0,False,False,False
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,stb-2025-166,success,not_response_document,1.0,False,False,False
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,blg-1173514,success,not_response_document,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_164,kst-33826-55,success,not_response_document,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_164,kst-33826-56,success,valid_response_match,1.0,True,True,True
Adviesraad_Migratie_357,kst-32175-62,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_357,blg-675036,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_357,kst-19637-2269,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,nds-buza040378-b2,success,not_response_document,1.0,False,False,False
Adviesraad_internationale_vraagstukken_516,kst-30300-V-123,success,response_to_other_advice,1.0,False,False,False
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-13,success,valid_response_match,1.0,False,True,True
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,blg-1094095,success,valid_response_match,1.0,True,True,True
Adviesraad_voor_wetenschap_technologie_en_innovatie_271,kst-33009-66,success,response_to_other_advice,1.0,False,False,False
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,kst-30872-307,success,not_response_document,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_883,kst-33826-10,success,valid_response_match,1.0,False,True,True
College_voor_de_Rechten_van_de_Mens_883,kst-33826-7,success,valid_response_match,1.0,False,True,True
College_voor_de_Rechten_van_de_Mens_883,kst-28481-22,success,response_to_other_advice,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_883,blg-545363,success,response_to_other_advice,0.95,False,False,False
Adviesraad_Migratie_211,kst-30573-206,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_211,kst-19637-3156,success,response_to_other_advice,1.0,False,False,False
Adviesraad_Migratie_211,kst-30573-203,success,response_to_other_advice,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_883,kst-32467-H,success,response_to_other_advice,0.95,False,False,False
Commissie_Toekomst_Accountancy_001,kst-33977-30,success,response_to_other_advice,1.0,False,False,False
Commissie_Toekomst_Accountancy_001,kst-33977-46,success,response_to_other_advice,0.95,False,False,False
Commissie_Toekomst_Accountancy_001,kst-33977-47,success,response_to_other_advice,1.0,False,False,False
Commissie_Toekomst_Accountancy_001,kst-33977-42,success,response_to_other_advice,0.98,False,False,False
Commissie_Toekomst_Accountancy_001,blg-1159970,success,not_response_document,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_164,kst-34338-6,success,not_response_document,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_164,kst-32813-1426,success,not_response_document,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,kst-33118-306,success,response_to_other_advice,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,kst-33118-GT,success,response_to_other_advice,1.0,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,kst-29279-574,success,valid_response_match,1.0,True,True,True
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,blg-922394,success,valid_response_match,1.0,False,True,True
Commissie_evaluatie_Wet_veiligheidsregio_s_001,kst-36600-L-D,success,response_to_other_advice,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,kst-30139-290,success,not_response_document,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,blg-1224914,success,response_to_other_advice,0.98,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34871-J,success,not_response_document,0.95,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,kst-34047-22,success,not_response_document,1.0,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,stcrt-2019-9594,success,not_response_document,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,kst-26956-222,success,response_to_other_advice,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_164,kst-33826-54,success,response_to_other_advice,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34340-19,success,not_response_document,0.95,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34871-I,success,not_response_document,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34340-18,success,not_response_document,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-36101-10,success,not_response_document,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,stcrt-2020-63770,success,not_response_document,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,blg-980061,success,response_to_other_advice,1.0,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,kst-29279-607,success,response_to_other_advice,1.0,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,blg-1037729,success,response_to_other_advice,1.0,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,stcrt-2017-30721,success,not_response_document,1.0,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,stcrt-2017-59274,success,not_response_document,1.0,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,nds-tk-2020D11148,success,response_to_other_advice,0.95,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,kst-32813-1037,success,not_response_document,0.98,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,stcrt-2017-30719,success,not_response_document,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,kst-32647-51,success,not_response_document,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,kst-32647-55,success,valid_response_match,1.0,True,True,True
Commissie_knelgevallen_fosfaatrechten_001,kst-35600-AE,success,not_response_document,0.98,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,blg-922394,success,response_to_other_advice,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,kst-32647-57,success,not_response_document,0.98,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,blg-849251,success,not_response_document,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,h-tk-20162017-16-15,success,not_response_document,1.0,False,False,False
Gezondheidsraad_154,ah-tk-20252026-735,success,not_response_document,1.0,False,False,False
Gezondheidsraad_307,kst-36871-A,success,not_response_document,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-W,success,valid_response_match,1.0,True,True,True
Adviescollege_Nederlandse_Gebarentaal_001,blg-1211251,success,not_response_document,1.0,False,False,False
Adviescollege_Stikstofproblematiek_001,kst-35334-133,success,valid_response_match,1.0,True,True,True
Adviescollege_dialooggroep_slavernijverleden_001,kst-36284-1,success,valid_response_match,1.0,False,True,True
Adviescollege_dialooggroep_slavernijverleden_001,kst-36284-A,success,valid_response_match,1.0,False,True,True
Adviescollege_onderzoek_stelsel_schadevergoeding_voor_slachtoffers_van_strafbare_feiten_001,blg-977969,success,not_response_document,1.0,False,False,False
Adviescollege_publieke_omroep_001,blg-1173256,success,response_to_other_advice,1.0,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-36874-4,success,response_to_other_advice,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,kst-31288-778,success,not_response_document,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,kst-31288-741,success,not_response_document,0.95,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,h-ek-20192020-5-11-n1,success,not_response_document,0.98,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,h-ek-20192020-5-4-n1,success,not_response_document,1.0,False,False,False
Adviescommissie_experiment_gesloten_coffeeshopketen_001,h-ek-20192020-5-11,success,not_response_document,0.95,False,False,False
Adviesraad_Migratie_242,blg-1062118,success,response_to_other_advice,1.0,False,False,False
Adviesraad_internationale_vraagstukken_268,kst-33783-32,success,valid_response_match,1.0,False,True,True
Adviesraad_internationale_vraagstukken_516,kst-30800-V-67,success,response_to_other_advice,1.0,False,False,False
College_voor_de_Rechten_van_de_Mens_883,blg-550521,success,valid_response_match,1.0,True,True,True
College_voor_de_Rechten_van_de_Mens_883,kst-33400-VII-83,success,valid_response_match,1.0,False,True,True
College_voor_de_Rechten_van_de_Mens_883,kst-33826-20,success,valid_response_match,1.0,False,True,True
College_voor_de_Rechten_van_de_Mens_883,blg-424058,success,valid_response_match,1.0,False,True,True
Commissie_Toekomst_Accountancy_001,kst-33977-29,success,valid_response_match,1.0,True,True,True
Commissie_Toekomst_Accountancy_001,stcrt-2024-1230,success,response_to_other_advice,1.0,False,False,False
Commissie_evaluatie_Wet_veiligheidsregio_s_001,blg-959617,success,not_response_document,1.0,False,False,False
Commissie_herijking_tarieven_ambtshandelingen_gerechtsdeurwaarders_2019_001,blg-894193,success,not_response_document,1.0,False,False,False
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34871-K,success,valid_response_match,1.0,False,True,True
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,kst-34340-22,success,valid_response_match,1.0,True,True,True
Commissie_herziening_wetgeving_ambtsdelicten_Kamerleden_en_bewindspersonen_001,blg-992796,success,not_response_document,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,h-tk-20162017-14-3,success,not_response_document,1.0,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,h-tk-20162017-14-6,success,response_to_other_advice,0.95,False,False,False
Commissie_van_wijzen_inzake_hulp_bij_zelfdoding_aan_mensen_die_hun_leven_voltooid_achten_001,blg-677474,success,not_response_document,1.0,False,False,False
Commissie_verzekeraars_001,kst-32013-101,success,valid_response_match,1.0,True,True,True
Commissie_verzekeraars_001,kst-29689-1033,success,not_response_document,1.0,False,False,False
Commissie_verzekeraars_001,stb-2018-489,success,not_response_document,1.0,False,False,False
Commissie_verzekeraars_001,kst-34842-C,success,response_to_other_advice,0.98,False,False,False
Adviescollege_toekomstbestendig_stelsel_bewaken_en_beveiligen_001,kst-36755-D,success,response_to_other_advice,1.0,False,False,False
Adviescommissie_bekostiging_hoger_onderwijs_en_onderzoek_001,kst-31288-744,success,valid_response_match,1.0,True,True,True
Bestuurlijke_Adviesraad_Kinderopvangtoeslag_002,stcrt-2025-16242,success,response_to_other_advice,1.0,False,False,False
Commissie_verzekeraars_001,kst-34842-3,success,response_to_other_advice,0.95,False,False,False
Commissie_verzekeraars_001,ah-tk-20182019-1559,success,not_response_document,1.0,False,False,False
Gezondheidsraad_154,kst-36871-A,success,not_response_document,1.0,False,False,False
Gezondheidsraad_154,kst-29323-183,success,valid_response_match,1.0,True,True,True
Gezondheidsraad_154,kst-36800-V-31,success,not_response_document,1.0,False,False,False
Gezondheidsraad_307,ah-tk-20252026-735,success,not_response_document,1.0,False,False,False
Gezondheidsraad_307,kst-29323-187,success,valid_response_match,1.0,True,True,True
Gezondheidsraad_307,stcrt-2025-44014,success,not_response_document,1.0,False,False,False
Gezondheidsraad_307,blg-1214090,success,response_to_other_advice,0.95,False,False,False
Gezondheidsraad_429,ah-tk-20252026-735,success,not_response_document,1.0,False,False,False
Kiesraad_140,kst-31142-54,success,response_to_other_advice,1.0,False,False,False
Kiesraad_140,kst-33268-N,success,response_to_other_advice,0.95,False,False,False
Kiesraad_140,kst-33268-24,success,response_to_other_advice,0.95,False,False,False
Kiesraad_140,kst-31200-VII-47,success,not_response_document,0.95,False,False,False
Kiesraad_140,blg-168838,success,response_to_other_advice,1.0,False,False,False
Kiesraad_140,kst-31142-52,success,response_to_other_advice,1.0,False,False,False
Kiesraad_140,blg-308397,success,response_to_other_advice,0.95,False,False,False
Kiesraad_140,blg-135441,success,valid_response_match,1.0,True,True,True
Onderwijsraad_018,kst-36800-VIII-19,success,valid_response_match,1.0,True,True,True
Onderwijsraad_018,kst-33223-8,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_018,kst-31497-508,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_018,ah-tk-20252026-159,success,not_response_document,1.0,False,False,False
