advies,candidate,status,verdict,confidence,is_needle,accept_primary,accept_strict
Onderwijsraad_018,kst-36800-VIII-15,success,response_to_other_advice,1.0,False,False,False
Commissie_verzekeraars_001,stb-2018-490,success,not_response_document,1.0,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,kst-33037-233,success,not_response_document,1.0,False,False,False
Gezondheidsraad_429,ah-tk-20252026-741,success,not_response_document,1.0,False,False,False
Gezondheidsraad_429,kst-25295-2232,success,valid_response_match,1.0,True,True,True
Onderwijsraad_018,kst-31293-785,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_029,kst-31293-785,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_029,kst-33223-8,success,valid_response_match,1.0,True,True,True
Onderwijsraad_029,kst-36800-VIII-19,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_029,kst-31497-508,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_029,kst-36800-VIII-15,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,kst-21501-34-401,success,valid_response_match,1.0,True,True,True
Onderwijsraad_069,kst-31293-785,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,kst-33223-8,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,kst-36200-VIII-207,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,kst-36410-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,blg-1100794,success,not_response_document,0.95,False,False,False
Onderwijsraad_069,kst-36800-VIII-15,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_104,kst-31293-785,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_104,kst-31497-508,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_104,kst-21501-34-401,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_104,kst-36200-VIII-246,success,valid_response_match,1.0,False,True,True
Onderwijsraad_207,kst-35000-VIII-11,success,valid_response_match,1.0,True,True,True
Onderwijsraad_104,kst-36200-VIII-207,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,kst-31497-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,kst-35300-VIII-206,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,kst-31289-419,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,kst-31293-610,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,kst-32034-22,success,valid_response_match,1.0,True,True,True
Onderwijsraad_248,kst-35300-VIII-206,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,kst-31289-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,kst-34334-25,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,kst-22452-52,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,ah-tk-20162017-2075,success,not_response_document,1.0,False,False,False
Onderwijsraad_248,kst-31289-342,success,response_to_other_advice,0.98,False,False,False
Onderwijsraad_248,kst-31293-387,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-35300-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-35000-VIII-11,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-31289-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-31497-389,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-34334-25,success,valid_response_match,1.0,True,True,True
Onderwijsraad_276,kst-22452-52,success,valid_response_match,1.0,True,True,True
Onderwijsraad_276,kst-31497-389,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_276,kst-22452-49,success,not_response_document,1.0,False,False,False
Onderwijsraad_276,kst-31289-342,success,response_to_other_advice,0.95,False,False,False
Onderwijsraad_276,kst-31497-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_276,kst-35300-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_276,kst-34334-25,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31497-147,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-22452-52,success,valid_response_match,1.0,False,True,True
Onderwijsraad_298,kst-34334-25,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31497-148,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31289-342,success,response_to_other_advice,0.95,False,False,False
Onderwijsraad_308,kst-31524-288,success,valid_response_match,1.0,True,True,True
Onderwijsraad_298,kst-31007-32,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-31524-297,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-22452-52,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-31288-487,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-35300-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-31497-147,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-27400-VIII-3,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-31289-342,success,response_to_other_advice,0.98,False,False,False
Onderwijsraad_323,kst-33750-VIII-117,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-31497-147,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-22452-52,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-21501-06-32,success,not_response_document,1.0,False,False,False
Onderwijsraad_323,kst-21501-06-20,success,not_response_document,1.0,False,False,False
Onderwijsraad_332,kst-27400-VIII-3,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_332,kst-33750-VIII-117,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_332,kst-31497-147,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_332,kst-22452-52,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_332,kst-31288-487,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,kst-32820-532,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,kst-32820-484,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,blg-1182755,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,kst-34843-62,success,valid_response_match,1.0,True,True,True
Raad_voor_Cultuur_137,kst-32820-D,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,kst-36410-VIII-27,success,response_to_other_advice,0.98,False,False,False
Raad_voor_Cultuur_149,kst-32820-484,success,valid_response_match,1.0,True,True,True
Raad_voor_Cultuur_149,kst-32820-460,success,not_response_document,1.0,False,False,False
Raad_voor_Cultuur_149,kst-32820-532,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_149,kst-32820-D,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_149,kst-31482-127,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_198,kst-32820-416,success,valid_response_match,1.0,True,True,True
Raad_voor_Cultuur_198,kst-32820-532,success,valid_response_match,1.0,False,True,True
Raad_voor_Cultuur_198,kst-34843-62,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_198,kst-32820-460,success,not_response_document,1.0,False,False,False
Raad_voor_Cultuur_198,kst-25839-44,success,not_response_document,1.0,False,False,False
Raad_voor_Cultuur_198,kst-36410-VIII-27,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_564,kst-32820-288,success,valid_response_match,1.0,True,True,True
Raad_voor_Cultuur_564,kst-32820-416,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_564,kst-32820-460,success,not_response_document,1.0,False,False,False
Raad_voor_Cultuur_564,blg-942657,success,not_response_document,0.98,False,False,False
Raad_voor_Cultuur_564,kst-35300-VIII-136,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-27529-280,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-27529-289,success,valid_response_match,1.0,True,True,True
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-31765-934,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,ah-tk-20242025-1184,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-31765-900,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-33578-98,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,blg-1219209,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_066,kst-32793-615,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,blg-1026309,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,kst-31765-934,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,ah-tk-20242025-1184,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,kst-31765-900,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,kst-32793-615,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,kst-33578-98,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-32620-89,success,valid_response_match,1.0,True,True,True
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-29538-219,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-33628-2,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-29689-471,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-22894-66-b1,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-29800-XVI-161,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-27855-19,success,not_response_document,0.95,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-29689-2,success,valid_response_match,1.0,False,True,True
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-29538-14,success,response_to_other_advice,0.98,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-26631-164,success,not_response_document,0.95,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-30196-750,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-32813-711,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_149,ah-tk-20222023-3124,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-33411-13,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-33411-19,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-34682-155,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kv-tk-2023Z08342,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_179,blg-868862,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_179,kst-30196-750,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_179,kst-33411-E,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_179,kst-33411-12,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_179,kst-32847-463,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-33118-117,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-30196-750,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,blg-868862,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-33411-E,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-33411-12,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-31305-267,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-32847-463,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_184,kst-33411-13,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-30195-30,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_223,blg-173786,success,valid_response_match,1.0,False,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-28625-130,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-32314-E,success,response_to_other_advice,0.98,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-30252-13,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-32847-3,success,valid_response_match,1.0,False,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-31757-54,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-32847-114,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,ah-tk-20112012-3246,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-30195-31,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,blg-72822,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-32323-6,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-29576-21,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-26419-33,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-30800-XI-116,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-31500-21,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-30844-47,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-30300-XI-132,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-29665-23,success,response_to_other_advice,0.98,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-30647-2,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,kst-31500-21,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,ah-tk-20112012-3246,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,kst-32314-4,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,kst-33750-VIII-80,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,kst-29338-126,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-27801-73,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-32323-3,success,response_to_other_advice,0.95,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-32323-4,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-27801-72,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-26956-74,success,response_to_other_advice,0.95,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-30373-42,success,not_response_document,0.98,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,ah-tk-20092010-2623,success,not_response_document,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-30373-40,success,not_response_document,0.98,False,False,False
Raad_voor_het_Openbaar_Bestuur_193,kst-35300-VII-88,success,valid_response_match,1.0,True,True,True
Raad_voor_het_Openbaar_Bestuur_193,blg-1117229,success,not_response_document,1.0,False,False,False
Raad_voor_het_Openbaar_Bestuur_305,kst-31490-204,success,valid_response_match,1.0,True,True,True
Raad_voor_het_Openbaar_Bestuur_305,kst-35334-18,success,not_response_document,1.0,False,False,False
Raad_voor_het_Openbaar_Bestuur_705,kst-20032004-28384-A,success,response_to_other_advice,0.95,True,False,False
Raad_voor_het_Openbaar_Bestuur_705,ah-tk-20072008-876,success,not_response_document,1.0,False,False,False
Raad_voor_het_Openbaar_Bestuur_705,kv-2070804750,success,not_response_document,1.0,False,False,False
Raad_voor_het_Openbaar_Bestuur_705,kst-30875-11,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,kst-36410-91,success,valid_response_match,1.0,True,True,True
Staatscommissie_Demografische_ontwikkelingen_2050_001,kst-36800-IV-28,success,valid_response_match,1.0,False,True,True
Staatscommissie_Demografische_ontwikkelingen_2050_001,kst-36600-44,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,h-tk-20242025-42-13,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,h-tk-20242025-32-3,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,h-tk-20242025-32-6,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,kst-36410-93,success,not_response_document,1.0,False,False,False
Staatscommissie_Demografische_ontwikkelingen_2050_001,kst-36600-AB,success,not_response_document,1.0,False,False,False
Staatscommissie_Grondwet_001,kst-33989-3,success,response_to_other_advice,0.95,False,False,False
Staatscommissie_Grondwet_001,kst-31570-20,success,valid_response_match,1.0,True,True,True
Staatscommissie_Grondwet_001,kst-20032004-27484-A,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Grondwet_001,kst-31135-48,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Grondwet_001,ah-tk-19971998-678,success,not_response_document,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,kst-29279-AC,success,valid_response_match,1.0,True,True,True
Staatscommissie_Rechtsstaat_001,kst-29279-981,success,valid_response_match,1.0,True,True,True
Staatscommissie_Rechtsstaat_001,kst-29279-AB,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,kst-29279-953,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,kst-29279-977,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,kst-29279-986,success,not_response_document,0.98,False,False,False
Staatscommissie_Rechtsstaat_001,kst-29279-982,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,kst-35295-BC,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_Rechtsstaat_001,blg-1205022,success,valid_response_match,1.0,False,True,True
Staatscommissie_herijking_ouderschap_001,kst-33032-O,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_herijking_ouderschap_001,kst-33836-18,success,valid_response_match,1.0,True,True,True
Staatscommissie_herijking_ouderschap_001,kst-33032-M,success,not_response_document,1.0,False,False,False
Staatscommissie_herijking_ouderschap_001,kst-33836-54,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_herijking_ouderschap_001,kst-33836-45,success,valid_response_match,1.0,True,True,True
Staatscommissie_herijking_ouderschap_001,kst-33032-I,success,not_response_document,1.0,False,False,False
Staatscommissie_herijking_ouderschap_001,kst-33032-J,success,valid_response_match,1.0,False,True,True
Staatscommissie_parlementair_stelsel_001,kst-34430-14,success,not_response_document,1.0,False,False,False
Staatscommissie_parlementair_stelsel_001,kst-34430-F,success,valid_response_match,1.0,True,True,True
Staatscommissie_parlementair_stelsel_001,kst-34430-I,success,response_to_other_advice,1.0,False,False,False
Staatscommissie_parlementair_stelsel_001,kst-34430-10,success,valid_response_match,1.0,True,True,True
Staatscommissie_parlementair_stelsel_001,kst-34430-T,success,valid_response_match,1.0,False,True,True
Staatscommissie_parlementair_stelsel_001,kst-34430-16,success,valid_response_match,1.0,False,True,True
Staatscommissie_parlementair_stelsel_001,kst-34430-G,success,response_to_other_advice,1.0,False,False,False
Commissie_knelgevallen_fosfaatrechten_001,kst-35974-10,success,not_response_document,1.0,False,False,False
Kiesraad_140,blg-586610,success,valid_response_match,1.0,False,True,True
College_voor_de_Rechten_van_de_Mens_164,kst-25268-245,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_018,blg-1215461,success,not_response_document,1.0,False,False,False
Onderwijsraad_029,kst-31524-618,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_029,kst-36410-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_069,kst-36200-VIII-246,success,valid_response_match,1.0,False,True,True
Onderwijsraad_104,kst-36800-VIII-19,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_104,kst-36410-VIII-136,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,kst-31497-389,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_207,ah-tk-20172018-3165,success,not_response_document,1.0,False,False,False
Onderwijsraad_248,kst-31497-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_248,kst-31497-389,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-35300-VIII-206,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-32034-22,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_276,kst-31293-420,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31289-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31288-487,success,valid_response_match,1.0,True,True,True
Onderwijsraad_298,kst-31293-420,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-31524-312,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_298,kst-31293-387,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_308,kst-31289-342,success,response_to_other_advice,0.95,False,False,False
Onderwijsraad_308,kst-31007-32,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-31497-148,success,valid_response_match,1.0,True,True,True
Onderwijsraad_323,kst-31007-32,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_137,kst-32820-460,success,not_response_document,1.0,False,False,False
Onderwijsraad_332,kst-21501-06-32,success,not_response_document,1.0,False,False,False
Onderwijsraad_332,kst-21501-06-20,success,not_response_document,1.0,False,False,False
Raad_voor_Cultuur_137,kst-31482-127,success,response_to_other_advice,0.95,False,False,False
Raad_voor_Cultuur_149,blg-1182755,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_149,kst-36410-VIII-27,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_198,kst-32820-484,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Cultuur_198,kst-32820-354,success,not_response_document,0.95,False,False,False
Raad_voor_Cultuur_198,kst-35300-VIII-136,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,blg-1024758,success,response_to_other_advice,0.98,False,False,False
Raad_voor_Cultuur_564,kst-32820-378,success,response_to_other_advice,0.98,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_097,kst-29282-424,success,valid_response_match,1.0,True,True,True
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-31765-72,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-32620-48,success,response_to_other_advice,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_394,kst-32620-47,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-22452-52,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_253,kst-31497-345,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_276,kst-35300-VIII-206,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_323,kst-31288-487,success,response_to_other_advice,1.0,False,False,False
Onderwijsraad_332,kst-31289-342,success,response_to_other_advice,0.95,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_149,kst-33411-17,success,not_response_document,1.0,False,False,False
Raad_voor_Volksgezondheid_en_Samenleving_733,kst-27807-21,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-30195-31,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_179,kst-31305-267,success,valid_response_match,1.0,True,True,True
Raad_voor_de_leefomgeving_en_infrastructuur_223,kst-31757-54,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-32314-E,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_232,kst-28625-130,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_258,kst-32314-4,success,response_to_other_advice,1.0,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_380,kst-29383-148,success,not_response_document,0.98,False,False,False
Raad_voor_de_leefomgeving_en_infrastructuur_262,kst-30844-47,success,valid_response_match,1.0,True,True,True
